Date,Open,High,Low,Close,Adj Close,Volume
2022-07-22,106.525002,107.250000,105.989998,106.621002,106.621002,39753
2022-07-25,106.404999,106.760002,106.065002,106.355003,106.355003,23702
2022-07-26,106.315002,107.150002,106.055000,107.043999,107.043999,29917
2022-07-27,107.019997,107.300003,106.129997,106.331001,106.331001,48129
2022-07-28,106.264999,106.849998,105.925003,106.236000,106.236000,39034
2022-07-29,106.070000,106.535004,105.410004,105.778999,105.778999,41380
2022-08-01,105.730003,105.919998,105.105003,105.335999,105.335999,28391
2022-08-02,105.250000,106.199997,104.919998,106.103996,106.103996,38603
2022-08-03,106.254997,106.699997,105.855003,106.376999,106.376999,42570
2022-08-04,106.364998,106.410004,105.540001,105.566002,105.566002,25625
2022-08-05,105.610001,106.809998,105.580002,106.489998,106.489998,42819
2022-08-08,106.489998,106.669998,105.974998,106.322998,106.322998,31696
2022-08-09,106.239998,106.309998,105.855003,106.251999,106.251999,16785
2022-08-10,106.220001,106.290001,104.514999,105.080002,105.080002,41858
2022-08-11,105.105003,105.334999,104.519997,104.994003,104.994003,33287
2022-08-12,105.014999,105.769997,104.970001,105.510002,105.510002,34923
2022-08-15,105.514999,106.434998,105.434998,106.432999,106.432999,39741
2022-08-16,106.364998,106.839996,106.205002,106.388000,106.388000,25804
2022-08-17,106.370003,106.794998,106.180000,106.486000,106.486000,23270
2022-08-18,106.574997,107.495003,106.425003,107.415001,107.415001,33746
2022-08-19,107.415001,108.139999,107.415001,108.098000,108.098000,35342
2022-08-22,108.055000,109.025002,108.019997,108.981003,108.981003,42096
2022-08-23,108.915001,109.205002,107.989998,108.554001,108.554001,49627
2022-08-24,108.489998,109.055000,108.294998,108.615997,108.615997,23541
2022-08-25,108.605003,108.644997,107.945000,108.432999,108.432999,21603
2022-08-26,108.425003,108.824997,107.480003,108.750999,108.750999,42699
2022-08-29,108.800003,109.445000,108.434998,108.790001,108.790001,31415
2022-08-30,108.635002,109.084999,108.235001,108.749001,108.749001,28112
2022-08-31,108.730003,109.169998,108.334999,108.665001,108.665001,27077
2022-09-01,108.824997,109.980003,108.735001,109.678001,109.678001,33691
2022-09-02,109.599998,109.695000,108.910004,109.510002,109.510002,34482
2022-09-05,109.824997,110.260002,109.695000,109.510002,109.510002,19158
2022-09-06,109.605003,110.550003,109.370003,110.204002,110.204002,30823
2022-09-07,110.320000,110.785004,109.514999,109.832001,109.832001,40293
2022-09-08,109.695000,110.250000,109.290001,109.712997,109.712997,51702
2022-09-09,109.540001,109.550003,108.349998,108.997002,108.997002,38769
2022-09-12,108.620003,108.864998,107.800003,108.316002,108.316002,50929
2022-09-13,108.209999,109.919998,107.669998,109.808998,109.808998,44303
2022-09-14,109.834999,109.919998,109.264999,109.630997,109.630997,54425
2022-09-15,109.584999,109.925003,109.375000,109.710999,109.710999,21835
2022-09-16,109.785004,110.260002,109.449997,109.736000,109.736000,14360
2022-09-19,109.699997,110.080002,109.540001,109.982002,109.982002,23223
2022-09-20,109.290001,110.014999,109.074997,109.942001,109.942001,28294
2022-09-21,109.900002,111.360001,109.860001,110.346001,110.346001,51630
2022-09-22,111.220001,111.580002,110.220001,111.105003,111.105003,55609
2022-09-23,111.004997,113.000000,110.839996,112.961998,112.961998,54782
2022-09-26,112.989998,114.445000,112.665001,114.019997,114.019997,87867
2022-09-27,113.845001,114.425003,113.260002,114.046997,114.046997,55228
2022-09-28,114.105003,114.745003,112.455002,112.508003,112.508003,99323
2022-09-29,112.959999,113.720001,111.949997,112.202003,112.202003,56441
2022-09-30,111.809998,112.699997,111.540001,112.084000,112.084000,54596
2022-10-03,112.150002,112.529999,111.404999,111.655998,111.655998,39381
2022-10-04,111.504997,111.824997,109.964996,109.981003,109.981003,51311
2022-10-05,110.074997,111.654999,109.985001,111.011002,111.011002,37554
2022-10-06,110.879997,112.235001,110.720001,112.182999,112.182999,33412
2022-10-07,112.214996,112.775002,111.864998,112.682999,112.682999,42759
2022-10-10,112.654999,113.285004,112.510002,113.070999,113.070999,34687
2022-10-11,113.004997,113.470001,112.294998,113.127998,113.127998,47261
2022-10-12,113.230003,113.495003,112.904999,113.223999,113.223999,39163
2022-10-13,113.175003,113.849998,112.019997,112.252998,112.252998,78592
2022-10-14,112.474998,113.300003,112.059998,113.202003,113.202003,47793
2022-10-17,113.169998,113.169998,111.790001,111.907997,111.907997,41495
2022-10-18,111.970001,112.349998,111.629997,111.994003,111.994003,41676
2022-10-19,111.815002,112.995003,111.779999,112.878998,112.878998,34230
2022-10-20,112.900002,113.029999,112.050003,112.818001,112.818001,39689
2022-10-21,112.845001,113.834999,111.574997,111.980003,111.980003,113489
2022-10-24,111.605003,112.464996,111.334999,111.908997,111.908997,40552
2022-10-25,111.815002,112.065002,110.625000,110.830002,110.830002,49494
2022-10-26,110.839996,111.014999,109.464996,109.552002,109.552002,50475
2022-10-27,109.449997,110.480003,109.364998,110.453003,110.453003,50399
2022-10-28,110.394997,110.925003,110.135002,110.606003,110.606003,38123
2022-10-31,110.675003,111.535004,110.584999,111.419998,111.419998,24963
2022-11-01,111.440002,111.654999,110.565002,111.359001,111.359001,36504
2022-11-02,111.364998,112.025002,110.260002,111.225998,111.225998,48147
2022-11-03,112.029999,113.044998,111.705002,112.804001,112.804001,50905
2022-11-04,112.875000,112.875000,110.610001,110.774002,110.774002,62903
2022-11-07,111.000000,111.169998,109.919998,109.992996,109.992996,34386
2022-11-08,110.000000,110.500000,109.239998,109.542000,109.542000,37000
2022-11-09,109.625000,110.544998,109.355003,110.459999,110.459999,46854
2022-11-10,110.205002,110.889999,107.584999,108.092003,108.092003,71968
2022-11-11,108.050003,108.320000,106.139999,106.164001,106.164001,55539
2022-11-14,106.654999,107.150002,106.330002,106.530998,106.530998,40262
2022-11-15,106.900002,106.995003,105.154999,106.294998,106.294998,75905
2022-11-16,106.470001,106.665001,105.720001,106.152000,106.152000,46217
2022-11-17,106.250000,107.139999,105.974998,106.592003,106.592003,35048
2022-11-18,106.485001,106.919998,106.230003,106.825996,106.825996,27109
2022-11-21,106.910004,107.894997,106.779999,107.732002,107.732002,23693
2022-11-22,107.570000,107.660004,107.010002,107.114998,107.114998,20071
2022-11-23,107.044998,107.135002,105.910004,105.967003,105.967003,31041
2022-11-25,105.845001,106.345001,105.605003,105.917000,105.917000,16780
2022-11-28,106.120003,106.695000,105.254997,106.632004,106.632004,42073
2022-11-29,106.605003,106.820000,105.995003,106.767998,106.767998,24380
2022-11-30,106.660004,107.150002,105.709999,105.897003,105.897003,37353
2022-12-01,105.570000,105.860001,104.550003,104.689003,104.689003,43745
2022-12-02,104.794998,105.574997,103.934998,104.500000,104.500000,43740
2022-12-05,104.434998,105.360001,104.065002,105.238998,105.238998,35489
2022-12-06,105.095001,105.584999,104.849998,105.542000,105.542000,28957
2022-12-07,105.565002,105.800003,104.820000,105.056000,105.056000,33342
2022-12-08,105.224998,105.415001,104.684998,104.755997,104.755997,26312
2022-12-09,104.769997,105.199997,104.410004,104.799004,104.799004,38529
2022-12-12,104.849998,105.235001,104.639999,105.103996,105.103996,29209
2022-12-13,104.940002,105.084999,103.529999,103.943001,103.943001,34509
2022-12-14,103.989998,104.195000,103.394997,103.738998,103.738998,49734
2022-12-15,103.610001,104.860001,103.500000,104.531998,104.531998,40252
2022-12-16,104.459999,104.815002,104.230003,104.661003,104.661003,15345
2022-12-19,104.625000,104.654999,104.150002,104.595001,104.595001,18215
2022-12-20,104.370003,104.415001,103.400002,103.606003,103.606003,30548
2022-12-21,103.625000,104.065002,103.514999,103.847000,103.847000,16949
2022-12-22,103.800003,104.300003,103.434998,104.126999,104.126999,21047
2022-12-23,104.175003,104.235001,103.815002,104.010002,104.010002,0
2022-12-26,null,null,null,null,null,null
2022-12-27,103.834999,104.110001,103.584999,103.892998,103.892998,13283
2022-12-28,104.004997,104.269997,103.565002,104.181999,104.181999,19011
2022-12-29,104.080002,104.214996,103.535004,103.585999,103.585999,14452
2022-12-30,103.639999,103.864998,103.144997,103.268997,103.268997,0
2023-01-02,null,null,null,null,null,null
2023-01-03,103.445000,104.650002,103.235001,104.311996,104.311996,32361
2023-01-04,104.375000,104.385002,103.595001,104.021004,104.021004,22696
2023-01-05,103.830002,105.059998,103.779999,104.828003,104.828003,26336
2023-01-06,104.839996,105.500000,103.620003,103.646004,103.646004,38586
2023-01-09,103.690002,103.690002,102.680000,102.742996,102.742996,35675
2023-01-10,102.974998,103.250000,102.769997,102.980003,102.980003,20582
2023-01-11,102.980003,103.230003,102.849998,102.928001,102.928001,22717
2023-01-12,102.900002,103.099998,101.809998,101.995003,101.995003,52384
2023-01-13,102.000000,102.394997,101.720001,101.945999,101.945999,24046
2023-01-16,101.900002,102.300003,101.464996,101.945999,101.945999,11922
2023-01-17,102.044998,102.324997,101.680000,102.140999,102.140999,27427
2023-01-18,102.254997,102.654999,101.264999,102.107002,102.107002,40255
2023-01-19,102.199997,102.264999,101.760002,101.831001,101.831001,20172
2023-01-20,101.855003,102.320000,101.699997,101.780998,101.780998,16661
2023-01-23,101.720001,102.040001,101.345001,101.916000,101.916000,21423
2023-01-24,101.769997,102.205002,101.485001,101.675003,101.675003,22219
2023-01-25,101.735001,101.889999,101.330002,101.416000,101.416000,23307
2023-01-26,101.394997,101.985001,101.294998,101.638000,101.638000,23082
2023-01-27,101.519997,101.989998,101.489998,101.721001,101.721001,18244
2023-01-30,101.750000,102.125000,101.459999,102.085999,102.085999,21429
2023-01-31,102.014999,102.449997,101.824997,101.915001,101.915001,31110
2023-02-01,101.925003,102.014999,100.805000,101.028000,101.028000,36730
2023-02-02,100.750000,101.745003,100.680000,101.574997,101.574997,42485
2023-02-03,101.650002,102.849998,101.379997,102.754997,102.754997,39169
2023-02-06,102.894997,103.650002,102.845001,103.498001,103.498001,37018
2023-02-07,103.415001,103.849998,102.870003,103.297997,103.297997,27277
2023-02-08,103.169998,103.385002,102.879997,103.272003,103.272003,17728
2023-02-09,103.385002,103.449997,102.519997,103.106003,103.106003,21833
2023-02-10,103.120003,103.589996,102.800003,103.535004,103.535004,21575
2023-02-13,103.434998,103.745003,103.125000,103.248001,103.248001,15172
2023-02-14,103.099998,103.440002,102.389999,103.123001,103.123001,37117
2023-02-15,103.120003,104.029999,103.070000,103.838997,103.838997,24334
2023-02-16,103.815002,104.169998,103.464996,103.791000,103.791000,29827
2023-02-17,104.095001,104.605003,103.764999,103.779999,103.779999,24047
2023-02-21,103.849998,104.199997,103.699997,104.112000,104.112000,17921
2023-02-22,104.029999,104.540001,103.945000,104.523003,104.523003,15072
2023-02-23,104.430000,104.735001,104.264999,104.539001,104.539001,15237
2023-02-24,104.445000,105.275002,104.375000,105.157997,105.157997,23919
2023-02-27,105.209999,105.320000,104.489998,104.624001,104.624001,17992
2023-02-28,104.610001,104.949997,104.360001,104.824997,104.824997,18884
2023-03-01,104.985001,105.035004,104.044998,104.431999,104.431999,26128
2023-03-02,104.440002,105.154999,104.419998,104.995003,104.995003,18328
2023-03-03,104.845001,104.985001,104.449997,104.487999,104.487999,19110
2023-03-06,104.540001,104.665001,104.129997,104.324997,104.324997,21761
2023-03-07,104.275002,105.635002,104.095001,105.592003,105.592003,24980
2023-03-08,105.599998,105.870003,105.334999,105.634003,105.634003,31058
2023-03-09,105.644997,105.730003,105.135002,105.305000,105.305000,24403
2023-03-10,105.120003,105.364998,104.025002,104.552002,104.552002,22050
2023-03-13,104.084999,104.339996,103.730003,103.712997,103.712997,33071
2023-03-14,103.245003,103.779999,103.084999,103.214996,103.214996,19861
2023-03-15,103.324997,104.720001,103.044998,104.276001,104.276001,27708
2023-03-16,104.339996,104.404999,103.894997,104.092003,104.092003,27786
2023-03-17,104.099998,104.125000,103.334999,103.360001,103.360001,18180
2023-03-20,103.415001,103.639999,102.904999,102.932999,102.932999,14828
2023-03-21,102.959999,103.144997,102.635002,102.897003,102.897003,12934
2023-03-22,102.839996,102.910004,101.669998,101.972000,101.972000,19342
2023-03-23,102.095001,102.294998,101.555000,102.207001,102.207001,22477
2023-03-24,102.264999,103.025002,102.165001,102.764000,102.764000,14225
2023-03-27,102.769997,102.894997,102.480003,102.517998,102.517998,7355
2023-03-28,102.425003,102.430000,102.040001,102.106003,102.106003,9384
2023-03-29,102.129997,102.440002,102.029999,102.297997,102.297997,10002
2023-03-30,102.305000,102.459999,101.750000,101.820999,101.820999,8866
2023-03-31,101.904999,102.305000,101.730003,102.185997,102.185997,12303
2023-04-03,102.269997,102.745003,101.559998,101.787003,101.787003,16155
2023-04-04,101.735001,101.949997,101.139999,101.266998,101.266998,15261
2023-04-05,101.245003,101.680000,101.089996,101.544998,101.544998,16075
2023-04-06,101.574997,101.830002,101.434998,101.518997,101.518997,9870
2023-04-10,101.635002,101.985001,101.565002,101.730003,101.730003,11163
2023-04-11,102.169998,102.190002,101.695000,101.884003,101.884003,7758
2023-04-12,101.794998,101.834999,101.114998,101.170998,101.170998,15772
2023-04-13,101.169998,101.290001,100.529999,100.699997,100.699997,15171
2023-04-14,100.669998,101.430000,100.419998,101.245003,101.245003,19608
2023-04-17,101.285004,101.925003,101.224998,101.795998,101.795998,12810
2023-04-18,101.830002,101.855003,101.334999,101.447998,101.447998,10907
2023-04-19,101.430000,101.940002,101.364998,101.667999,101.667999,11478
2023-04-20,101.695000,101.845001,101.349998,101.566002,101.566002,10868
2023-04-21,101.519997,101.855003,101.370003,101.552002,101.552002,10505
2023-04-24,101.449997,101.635002,101.055000,101.072998,101.072998,11947
2023-04-25,101.000000,101.675003,100.930000,101.592003,101.592003,12844
2023-04-26,101.570000,101.629997,100.739998,101.205002,101.205002,16271
2023-04-27,101.160004,101.559998,100.930000,101.251999,101.251999,11325
2023-04-28,101.209999,102.040001,101.169998,101.403000,101.403000,19700
2023-05-01,101.404999,101.959999,101.389999,101.919998,101.919998,14669
2023-05-02,101.930000,102.184998,101.639999,101.724998,101.724998,16722
2023-05-03,101.650002,101.699997,100.834999,101.114998,101.114998,17190
2023-05-04,101.025002,101.415001,100.519997,101.183998,101.183998,21788
2023-05-05,101.135002,101.555000,100.900002,100.999001,100.999001,13391
2023-05-08,101.044998,101.199997,100.824997,101.154999,101.154999,7546
2023-05-09,101.209999,101.635002,101.154999,101.399002,101.399002,10443
2023-05-10,101.415001,101.605003,101.000000,101.268997,101.268997,13693
2023-05-11,101.220001,101.970001,101.114998,101.873001,101.873001,16113
2023-05-12,101.904999,102.544998,101.754997,102.509003,102.509003,16113
