Date,Open,High,Low,Close,Adj Close,Volume
2022-05-19,33.520000,34.290001,33.330002,34.169998,19.443443,63983100
2022-05-20,34.590000,34.830002,34.250000,34.830002,19.818998,79589900
2022-05-23,35.180000,36.310001,35.150002,36.200001,20.598557,93807400
2022-05-24,31.200001,32.090000,30.709999,31.600000,20.037685,154453100
2022-05-25,31.700001,32.279999,31.260000,32.049999,20.323030,69991900
2022-05-26,32.020000,32.560001,31.950001,32.130001,20.373760,78303600
2022-05-27,32.150002,32.150002,30.570000,30.600000,19.403580,118295600
2022-05-30,30.840000,30.870001,29.120001,29.990000,19.016777,98110100
2022-05-31,30.410000,30.620001,29.809999,30.059999,19.061163,83598000
2022-06-01,29.900000,30.330000,29.850000,30.020000,19.035803,46353200
2022-06-02,29.969999,30.049999,29.549999,29.760000,18.870934,50738300
2022-06-03,29.709999,30.440001,29.530001,30.280001,19.200668,60396900
2022-06-06,30.500000,30.530001,29.910000,30.299999,19.213350,39213900
2022-06-07,30.190001,31.299999,30.160000,30.660000,19.441628,80333700
2022-06-08,30.420000,31.150000,30.330000,30.510000,19.346512,65923900
2022-06-09,30.510000,30.660000,29.980000,30.070000,19.067507,53879000
2022-06-10,30.010000,30.010000,29.059999,29.650000,18.801184,63101700
2022-06-13,29.020000,29.580000,28.670000,29.270000,18.560225,64507100
2022-06-14,29.660000,30.250000,29.240000,29.600000,18.769478,68816900
2022-06-15,30.000000,30.020000,28.840000,29.080000,18.439745,72785700
2022-06-17,28.170000,28.450001,26.129999,27.309999,17.317377,184606500
2022-06-20,26.020000,28.250000,25.910000,27.620001,17.513950,92581800
2022-06-21,27.799999,28.160000,26.690001,27.070000,17.165194,85179500
2022-06-22,26.580000,27.549999,26.389999,26.990000,17.114466,57874700
2022-06-23,26.980000,27.379999,26.120001,26.490000,16.797413,69262300
2022-06-24,26.760000,27.090000,26.180000,26.290001,16.670593,53413400
2022-06-27,26.820000,28.070000,26.660000,27.980000,17.742228,90417700
2022-06-28,28.580000,28.830000,28.020000,28.330000,17.964167,51388000
2022-06-29,28.480000,28.820000,27.840000,28.080000,17.805639,52048800
2022-06-30,27.650000,28.059999,27.400000,27.930000,17.710524,49910100
2022-07-01,28.080000,28.850000,27.520000,28.530001,18.090986,64948200
2022-07-04,28.540001,29.280001,28.540001,29.139999,18.477789,37324200
2022-07-05,28.900000,28.950001,27.549999,28.030001,17.773935,78428500
2022-07-06,28.160000,28.480000,26.910000,27.670000,17.545656,57617200
2022-07-07,28.000000,28.920000,28.000000,28.480000,18.059280,52147300
2022-07-08,28.530001,28.969999,28.370001,28.799999,18.262194,43097800
2022-07-11,28.320000,28.790001,28.250000,28.660000,18.173418,39577600
2022-07-12,28.299999,28.430000,27.969999,28.230000,17.900753,46462000
2022-07-13,28.129999,28.480000,27.980000,28.250000,17.913437,35497200
2022-07-14,28.000000,28.000000,27.240000,27.490000,17.431517,47151000
2022-07-15,27.700001,28.049999,27.490000,27.959999,17.729548,38610800
2022-07-18,28.389999,28.690001,28.299999,28.600000,18.135372,46782300
2022-07-19,28.549999,29.240000,28.400000,29.180000,18.503153,48562300
2022-07-20,29.070000,29.219999,28.830000,29.170000,18.496811,43520800
2022-07-21,28.980000,29.129999,28.200001,29.020000,18.401697,58843200
2022-07-22,29.040001,29.469999,28.850000,29.330000,18.598269,55676200
2022-07-25,29.610001,30.750000,29.610001,30.700001,19.466991,79106600
